unique_id,ds,best_model_name,best_forecast,best_forecast-lo-95,best_forecast-hi-95
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-01,Prophet_tuned,200.91908720293003,144.71379567010865,260.8911319836924
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-02,Prophet_tuned,200.99094901123826,140.82982001715894,259.58942509037126
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-03,Prophet_tuned,201.06281081954648,144.1192103260433,258.8302320508459
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-04,Prophet_tuned,201.1346726278547,145.16966921873987,259.94148411168766
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-05,Prophet_tuned,201.20653443616294,140.6897844733589,262.70061061448536
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-06,Prophet_tuned,201.27839624447117,143.782118897747,260.0343215337122
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-07,Prophet_tuned,201.3502580527794,141.7009962418847,261.8015015482064
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-08,Prophet_tuned,201.42211986108762,142.99072418777848,259.66188744905463
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-09,Prophet_tuned,201.49398166939582,138.59252368907596,265.3810952935674
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-10,Prophet_tuned,201.56584347770408,142.5534131745398,261.95036826509397
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-11,Prophet_tuned,201.6377052860123,141.3589369592749,264.68646550571583
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-12,Prophet_tuned,201.70956709432053,141.2098701004555,258.7321402789313
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-13,Prophet_tuned,201.78142890262876,142.77031627780997,261.188718494876
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-14,Prophet_tuned,201.853290710937,141.72399309071645,259.94642118043055
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-15,Prophet_tuned,201.92515251924522,138.1253841072819,259.06498829488373
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-16,Prophet_tuned,201.99701432755347,144.24544518459558,259.2659079644835
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-17,Prophet_tuned,202.06887613586164,147.89550772134498,260.2102603864956
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-18,Prophet_tuned,202.14073794416987,141.46144183399832,262.56627626824417
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-19,Prophet_tuned,202.21259975247813,142.27695435865976,259.9053791121102
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-20,Prophet_tuned,202.28446156078633,139.02649780411255,252.05837591537374
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-21,Prophet_tuned,202.35632336909458,142.43475847187793,259.3153671531818
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-22,Prophet_tuned,202.4281851774028,148.75226971067673,261.30996922049883
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-23,Prophet_tuned,202.50004698571104,143.27119785528726,263.0868369736352
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-24,Prophet_tuned,178.03018632044493,118.15727110949392,238.34069065238975
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-25,Prophet_tuned,202.6437706023275,146.13107522739045,264.4973537530143
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-26,Prophet_tuned,202.7156324106357,148.04798252777076,260.6893790635921
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-27,Prophet_tuned,202.78749421894395,142.618273454601,261.6913785147829
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-28,Prophet_tuned,202.85935602725218,142.0125102759431,261.49028863125534
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-29,Prophet_tuned,202.9312178355604,145.04609115001395,262.37090799675104
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-30,Prophet_tuned,203.00307964386863,141.65415853739225,262.47545071165547
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-03-31,Prophet_tuned,203.07494145217686,145.2919411608609,258.4470624127673
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-01,Prophet_tuned,164.89528812936024,102.68539852909367,222.8232634757677
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-02,Prophet_tuned,152.60331730997308,91.74039294877672,209.52525907188496
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-03,Prophet_tuned,203.29052687710154,142.554928402205,266.3040319522266
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-04,Prophet_tuned,203.36238868540974,139.4926696624381,263.2615425013895
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-05,Prophet_tuned,203.434250493718,145.20744421586863,264.5813429057743
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-06,Prophet_tuned,203.50611230202622,148.17980290300275,263.3000511171726
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-07,Prophet_tuned,203.57797411033445,148.26183607983745,263.09394178781577
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-08,Prophet_tuned,203.64983591864268,144.59374499132088,261.2416420091426
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-09,Prophet_tuned,203.7216977269509,145.51084834633207,260.2592128570759
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-10,Prophet_tuned,203.79355953525913,146.65924304923342,263.93464434524464
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-11,Prophet_tuned,203.8654213435674,146.028606935413,261.5272376077327
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-12,Prophet_tuned,203.9372831518756,147.52395037959826,266.3376614997885
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-13,Prophet_tuned,204.0091449601838,146.72303728984193,263.2522132928476
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-14,Prophet_tuned,204.08100676849205,146.12002232193169,264.45518967256476
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-15,Prophet_tuned,204.15286857680024,149.08731444760156,265.09172590431587
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-16,Prophet_tuned,204.2247303851085,144.579959682148,263.2662957794654
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-17,Prophet_tuned,204.29659219341673,148.75404552807802,263.35284848673336
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-18,Prophet_tuned,204.36845400172496,145.0245849330995,261.532337338832
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-19,Prophet_tuned,204.44031581003318,143.27337711930844,263.70456914018416
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-20,Prophet_tuned,204.51217761834144,144.8364032658736,263.0477791494615
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-21,Prophet_tuned,204.58403942664964,143.63654538085157,262.99335142877356
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-22,Prophet_tuned,204.65590123495787,142.81188231934917,262.1067898457639
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-23,Prophet_tuned,204.7277630432661,147.98369413542014,262.5275269152576
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-24,Prophet_tuned,204.79962485157432,142.01000306787233,259.7014883757693
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-25,Prophet_tuned,204.87148665988255,147.95129167065522,264.0105139450939
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-26,Prophet_tuned,204.94334846819078,146.8897802581559,267.4209917095731
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-27,Prophet_tuned,205.015210276499,145.7013963916731,261.99165680975904
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-28,Prophet_tuned,205.08707208480723,144.83368283269107,262.4620800661812
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-29,Prophet_tuned,205.15893389311546,148.26982452708972,266.6187017553905
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-04-30,Prophet_tuned,205.2307957014237,147.74768885638986,264.25143831085376
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-01,Prophet_tuned,176.40391668927717,116.8715799597201,233.48684707507527
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-02,Prophet_tuned,205.37451931804014,149.00591233224853,262.63570668633554
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-03,Prophet_tuned,205.44638112634837,144.4174247920089,265.71440186254426
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-04,Prophet_tuned,205.51824293465657,144.30979008508416,264.14488904395984
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-05,Prophet_tuned,205.59010474296485,146.59022739047674,263.00471649338164
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-06,Prophet_tuned,205.66196655127305,151.02182230681484,267.9281250692578
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-07,Prophet_tuned,205.7338283595813,145.4623081055278,263.81312787675085
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-08,Prophet_tuned,205.80569016788954,146.32324854124394,270.62014056022593
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-09,Prophet_tuned,205.87755197619774,149.91285916467885,265.31540370834153
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-10,Prophet_tuned,205.94941378450594,151.70111370575643,264.6189447231602
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-11,Prophet_tuned,206.0212755928142,147.27769729310984,268.11457892427836
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-12,Prophet_tuned,206.09313740112242,146.31606660980617,262.0346052449022
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-13,Prophet_tuned,206.16499920943062,147.7706958020871,269.4014426713183
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-14,Prophet_tuned,206.2368610177389,142.7654895602453,268.38361511812985
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-15,Prophet_tuned,206.3087228260471,148.0871108530685,265.0218941461169
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-16,Prophet_tuned,206.38058463435536,148.32253724831938,265.67465050900097
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-17,Prophet_tuned,206.4524464426636,147.48038521774234,266.0505976993956
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-18,Prophet_tuned,206.52430825097179,146.9231892172901,266.4706617261851
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-19,Prophet_tuned,206.59617005927998,145.59338861436626,264.38926756033237
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-20,Prophet_tuned,206.66803186758827,147.8340766328925,270.6698587651213
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-21,Prophet_tuned,206.73989367589647,149.38426558445406,265.66987818564075
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-22,Prophet_tuned,206.81175548420467,153.42345001320558,269.0258990749627
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-23,Prophet_tuned,206.88361729251295,142.4908123151611,271.6077880061948
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-24,Prophet_tuned,198.97551755069307,135.19060574971752,254.7899281301515
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-25,Prophet_tuned,176.93395842934245,117.97523685857948,236.2196194923565
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-26,Prophet_tuned,207.09920271743763,146.00542000317614,265.66840194223664
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-27,Prophet_tuned,207.17106452574583,144.39117180404767,265.45903209060987
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-28,Prophet_tuned,207.24292633405403,147.9656374133298,266.0417232588763
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-29,Prophet_tuned,207.31478814236232,147.88758916513726,262.21790967475516
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-30,Prophet_tuned,207.38664995067052,150.700071627149,270.38262167766595
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-05-31,Prophet_tuned,207.45851175897874,152.94262996220198,263.77264037736455
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-01,Prophet_tuned,207.530373567287,151.24924745158023,264.7839016864217
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-02,Prophet_tuned,207.6022353755952,146.5649759778716,268.1316203938354
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-03,Prophet_tuned,207.67409718390343,146.88332500751338,264.495100699636
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-04,Prophet_tuned,207.74595899221168,149.4206088268552,263.3335185044873
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-05,Prophet_tuned,207.81782080051988,150.0323987581902,267.163921702633
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-06,Prophet_tuned,207.88968260882808,149.67072387206062,271.6675209210978
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-07,Prophet_tuned,207.96154441713637,144.53531170195149,267.3318291807721
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-08,Prophet_tuned,208.03340622544457,146.47501591723227,267.78232243025457
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-09,Prophet_tuned,208.1052680337528,150.1680268907962,271.90580780412387
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-10,Prophet_tuned,208.17712984206105,147.489460447338,269.0294850300994
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-11,Prophet_tuned,208.24899165036925,150.04529308503393,265.96384349232744
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-12,Prophet_tuned,208.32085345867748,148.51650963509755,268.65251752887133
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-13,Prophet_tuned,208.39271526698573,142.931853041704,269.56138118752307
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-14,Prophet_tuned,208.46457707529393,152.3450166390254,263.92116972670516
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-15,Prophet_tuned,208.53643888360216,146.39155799718375,268.08481732058345
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-16,Prophet_tuned,208.60830069191042,152.43718107042915,264.6794671328938
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-17,Prophet_tuned,208.68016250021861,146.56190588410024,268.5557408892281
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-18,Prophet_tuned,208.75202430852684,153.89833393619216,268.8522395556389
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-19,Prophet_tuned,208.8238861168351,149.5458396263279,268.3856592354627
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-20,Prophet_tuned,195.62304896405186,136.69165616291627,251.77472785925204
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-21,Prophet_tuned,195.52688349748038,139.36635261281913,257.9785819873767
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-22,Prophet_tuned,209.03947154175978,151.32652446052745,273.157923051113
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-23,Prophet_tuned,209.11133335006798,150.0969815270623,267.0580891278668
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-24,Prophet_tuned,209.1831951583762,152.3187053168011,271.15351050850825
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-25,Prophet_tuned,209.25505696668446,152.80277430281242,264.0284604985719
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-26,Prophet_tuned,209.32691877499266,150.99108011875887,273.86148380303496
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-27,Prophet_tuned,209.3987805833009,151.00726907730876,264.7099319881261
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-28,Prophet_tuned,209.47064239160915,149.73717914385378,267.0927153205641
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-29,Prophet_tuned,209.54250419991735,150.52189206646446,267.1255453257303
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-06-30,Prophet_tuned,209.61436600822557,151.53589721391467,267.827490777217
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-01,Prophet_tuned,209.68622781653383,146.06554629896277,266.43407266192725
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-02,Prophet_tuned,209.75808962484203,155.3481092506559,266.3552048424199
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-03,Prophet_tuned,209.82995143315026,153.22165733813293,268.3825259434187
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-04,Prophet_tuned,209.9018132414585,146.2775810669222,272.54478606810846
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-05,Prophet_tuned,209.9736750497667,151.80831985735918,266.6077475447907
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-06,Prophet_tuned,210.04553685807494,152.13842235319115,270.3123606266425
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-07,Prophet_tuned,210.1173986663832,147.08134991750222,269.84660144898794
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-08,Prophet_tuned,210.1892604746914,152.43593542820236,268.50271009882096
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-09,Prophet_tuned,211.27582925473894,152.22467586447922,266.5678079438481
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-10,Prophet_tuned,210.33298409130788,147.45452503140575,267.9526889793433
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-11,Prophet_tuned,210.40484589961608,152.45859542050425,267.3189164891741
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-12,Prophet_tuned,210.4767077079243,150.1168410297734,272.20294500754136
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-13,Prophet_tuned,210.54856951623256,153.86091710581894,267.08425445153483
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-14,Prophet_tuned,210.62043132454076,149.8282962394132,270.3634511730915
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-15,Prophet_tuned,210.692293132849,152.56977489921707,267.76139622573174
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-16,Prophet_tuned,210.76415494115724,152.44583736309025,270.85759639138024
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-17,Prophet_tuned,210.83601674946544,153.52006019692118,269.3212844262288
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-18,Prophet_tuned,210.90787855777373,146.16716626942963,272.18388620010313
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-19,Prophet_tuned,210.97974036608193,155.31729587034874,268.0004900613595
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-20,Prophet_tuned,211.05160217439013,154.4661218507686,269.9474256366316
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-21,Prophet_tuned,211.12346398269835,142.16547221767075,271.89548656650794
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-22,Prophet_tuned,211.1953257910066,154.95100080315515,273.9967353202828
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-23,Prophet_tuned,211.2671875993148,151.58313940652747,272.5332208196179
Argentina_Kagglazon_Using LLMs to Improve Your Coding,2021-07-24,Prophet_tuned,211.33904940762304,149.379714673186,267.8443034492032
