ds,best_forecast,best_forecast-lo-95,best_forecast-hi-95,unique_id,best_model
2022-04-07,179.03853721613578,121.70755252377015,242.43477082558724,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-08,179.0518731297538,113.22588622486312,243.8334811262454,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-09,179.06520904337182,120.79984508732687,239.58485881984578,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-10,179.07854495698987,120.1191867443648,235.518503896282,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-11,179.0918808706079,117.86339739699532,238.05500418985167,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-12,179.10521678422592,117.11506975787832,237.859871610841,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-13,179.11855269784394,120.08494070689629,242.84539772991744,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-14,147.91103115438577,88.94377921889807,209.88968707818336,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-15,159.36968236228137,98.02905064357495,222.90424511999893,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-16,179.15856043869803,119.74148066203786,238.5797111269036,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-17,179.17189635231605,122.29498189561788,240.3837977207093,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-18,179.18523226593408,119.82559004154022,239.00053161397233,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-19,179.19856817955213,118.18756352435705,244.9039397245656,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-20,179.21190409317015,114.59505292711837,241.3517296876461,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-21,179.22524000678817,116.29689338165655,242.49467593652125,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-22,179.2385759204062,118.20318975884304,239.9727658431846,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-23,179.25191183402424,118.10705215782093,236.98318403802355,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-24,179.26524774764226,113.62647143582052,240.5170615394114,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-25,179.27858366126028,118.56718350395201,240.44938439003283,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-26,179.2919195748783,121.68504435538888,241.10094858764293,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-27,179.30525548849633,119.2294433365812,241.486040843199,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-28,179.31859140211438,116.9672505500912,237.74370675591777,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-29,179.3319273157324,121.8302242390335,240.09748039383842,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-04-30,179.34526322935042,116.79215439260923,239.3702563547256,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-01,157.43652126650898,98.88290186023424,217.9360585420838,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-02,179.37193505658647,119.43984976517146,241.93863854857986,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-03,179.38527097020452,118.18893026972283,239.4238312398032,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-04,179.3986068838225,118.38953379477627,238.44335515351136,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-05,179.41194279744056,117.51056653178142,245.41709610341698,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-06,179.42527871105858,120.88645133709863,243.5609779070633,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-07,179.43861462467663,113.79277195556206,242.86547608690137,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-08,179.45195053829465,121.82763414639064,239.25041046255214,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-09,179.46528645191268,118.11345691669324,242.7147908279589,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-10,179.4786223655307,115.41527865147347,240.85755019545306,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-11,179.49195827914872,116.61947118849136,236.9692798905178,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-12,179.50529419276677,120.4774259707782,241.28968316247278,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-13,179.51863010638476,119.81251499497165,242.02627030633792,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-14,179.5319660200028,122.32620654250333,243.8021379633819,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-15,179.54530193362083,122.95482296880483,243.0345740681615,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-16,179.55863784723888,118.44270524362732,243.74580713917769,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-17,179.5719737608569,121.07590856668219,238.24415734626427,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-18,179.58530967447493,123.36144994307057,237.89876178387922,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-19,179.59864558809295,119.49295637854841,238.1090567724108,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-20,179.61198150171097,111.31105372623833,237.3609638908022,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-21,179.62531741532902,116.94972982636969,242.56145224267493,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-22,179.63865332894704,117.41452070843896,240.3968899126821,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-23,179.65198924256507,119.87226018259743,243.31055591616493,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-24,179.6653251561831,117.80263436353248,233.98168425275605,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-25,157.46420659956596,94.54307588246543,216.53865847134225,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-26,179.69199698341916,120.61518985402617,238.2273391001872,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-27,179.70533289703718,119.48403506121151,242.99996999274327,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-28,179.7186688106552,117.87550288253739,237.43412611441929,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-29,179.73200472427322,117.71560594713749,240.62232565175867,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-30,179.74534063789127,121.71386119876927,236.2611902563661,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-05-31,179.7586765515093,113.75421238652682,239.7142709237751,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-01,179.77201246512732,114.90112818384694,239.89021797938398,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-02,179.78534837874534,114.83170499200392,238.90703544541157,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-03,179.79868429236336,119.2225456342562,244.44909741105727,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-04,179.8120202059814,115.8822207604123,239.59326245060268,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-05,179.82535611959943,115.40710047412472,238.8212575045619,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-06,179.83869203321746,120.1994265446176,241.49702309682323,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-07,179.85202794683548,123.7106589473246,240.90097691863576,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-08,179.86536386045353,118.95550599958847,236.24540012536102,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-09,179.87869977407155,122.49060145328875,244.45750650791288,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-10,179.89203568768957,111.81244786103586,240.351100312441,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-11,179.9053716013076,122.03592533426992,235.59184425345128,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-12,179.91870751492561,117.25431940933223,241.63267673594171,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-13,179.93204342854366,120.78890766834441,241.27569191068088,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-14,179.9453793421617,117.69903514842095,242.94386464078028,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-15,179.95871525577974,118.16467077984454,249.21707755816365,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-16,179.97205116939776,124.88908854967369,242.67103094120108,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-17,169.9764229254442,109.98596875596606,227.04886825972955,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-18,179.9987229966338,114.68307201591958,242.9864659394078,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-19,180.01205891025182,119.92827420304083,236.0886750827914,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-20,173.75407301582948,111.67906864405649,228.9738457409575,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-21,180.03873073748787,120.67852282825916,236.56060826007595,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-22,180.05206665110592,121.23746064096592,239.29297981065534,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-23,180.06540256472394,118.32307002325376,239.97983010746023,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-24,180.078738478342,117.84610104854055,241.73164401628335,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-25,180.09207439196,118.7652130978529,243.92449057523766,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-26,180.10541030557803,116.36154403126963,243.43298857840978,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-27,180.11874621919605,118.39346174216426,242.74015690305023,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-28,180.13208213281408,119.78786865224141,239.62565651669095,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-29,180.1454180464321,117.15640935391896,243.53402540250391,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-06-30,180.15875396005012,118.9015707226712,240.11552526575474,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-01,180.17208987366817,115.46162203394503,239.75205530021375,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-02,180.1854257872862,113.57803112509824,237.87036122559988,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-03,180.19876170090424,123.78285671808642,241.2744364014772,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-04,180.21209761452226,124.45803144262432,240.5358524634572,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-05,180.2254335281403,122.23488186899209,242.91012011634152,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-06,180.2387694417583,120.20226554671251,244.34962520952473,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-07,180.25210535537633,118.0847977078919,243.22105136975927,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-08,180.26544126899435,114.79083606965307,246.70844495647276,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-09,179.8074996865642,121.65930342165127,240.14315086801074,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-10,180.29211309623042,117.86301958519176,240.9830918862695,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-11,180.30544900984845,119.89431085615081,242.74610148301284,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-12,180.31878492346647,114.43899089580611,240.6296994675931,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-13,180.33212083708452,124.30877972066291,242.14775262531307,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-14,180.3454567507025,121.47621859262581,242.68061392584517,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-15,180.35879266432056,117.22115525762672,237.37663495920233,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-16,180.37212857793858,120.25982574239433,243.22927224474572,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-17,180.38546449155663,123.02487733558334,238.06926201711056,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-18,180.39880040517463,116.92597717825969,242.83142646395342,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-19,180.41213631879268,117.66362323213971,239.9171487463686,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-20,180.4254722324107,119.44284427279626,242.19970517181855,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-21,180.43880814602872,117.78402629571649,237.6556294834907,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-22,180.45214405964677,121.07479610268554,239.77090480919347,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
2022-07-23,180.4654799732648,118.64423060970698,239.49109592521143,Argentina_Kagglazon_Using LLMs to Improve Your Coding,Prophet_tuned
